jwl0429,SELASA,3,VIIIC,bio0031
jwl0430,SELASA,4,VIIIC,bio0031
jwl0431,SELASA,5,VIIIC,bio0028
jwl0432,SELASA,6,VIIIC,bio0028
jwl0433,SELASA,7,VIIIC,bio0021
jwl0434,SELASA,8,VIIIC,bio0021
jwl0435,RABU,1,VIIIC,bio0024
jwl0436,RABU,2,VIIIC,bio0024
jwl0437,RABU,3,VIIIC,bio0044
jwl0438,RABU,4,VIIIC,bio0044
jwl0439,RABU,5,VIIIC,bio0044
jwl0440,RABU,6,VIIIC,bio0025
jwl0441,RABU,7,VIIIC,bio0025
jwl0442,RABU,8,VIIIC,bio0025
jwl0443,KAMIS,1,VIIIC,bio0043
jwl0444,KAMIS,2,VIIIC,bio0043
jwl0445,KAMIS,3,VIIIC,bio0014
jwl0446,KAMIS,4,VIIIC,bio0014
jwl0447,KAMIS,5,VIIIC,bio0028
jwl0448,KAMIS,6,VIIIC,bio0028
jwl0449,KAMIS,7,VIIIC,bio0007
jwl0450,KAMIS,8,VIIIC,bio0007
jwl0451,JUM'AT,1,VIIIC,-
jwl0452,JUM'AT,2,VIIIC,bio0018
jwl0453,JUM'AT,3,VIIIC,bio0018
jwl0454,JUM'AT,4,VIIIC,bio0024
jwl0455,JUM'AT,5,VIIIC,bio0024
jwl0456,SABTU,1,VIIIC,bio0003
jwl0457,SABTU,2,VIIIC,bio0003
jwl0458,SABTU,3,VIIIC,bio0003
jwl0459,SABTU,4,VIIIC,bio0024
jwl0460,SABTU,5,VIIIC,bio0024
jwl0461,SABTU,6,VIIIC,bio0014
jwl0462,SABTU,7,VIIIC,bio0014
jwl0463,SENIN,3,VIIID,bio0018
jwl0464,SENIN,4,VIIID,bio0018
jwl0465,SENIN,5,VIIID,bio0018
jwl0466,SENIN,6,VIIID,bio0047
jwl0467,SENIN,7,VIIID,bio0014
jwl0468,SENIN,8,VIIID,bio0014
jwl0469,SELASA,1,VIIID,bio0003
jwl0470,SELASA,2,VIIID,bio0003
jwl0471,SELASA,3,VIIID,bio0003
jwl0472,SELASA,4,VIIID,bio0007
jwl0473,SELASA,5,VIIID,bio0007
jwl0474,SELASA,6,VIIID,bio0007
jwl0475,SELASA,7,VIIID,bio0029
jwl0476,SELASA,8,VIIID,bio0029
jwl0477,RABU,1,VIIID,bio0043
jwl0478,RABU,2,VIIID,bio0043
jwl0479,RABU,3,VIIID,bio0029
jwl0480,RABU,4,VIIID,bio0029
jwl0481,RABU,5,VIIID,bio0028
jwl0482,RABU,6,VIIID,bio0028
jwl0483,RABU,7,VIIID,bio0018
jwl0484,RABU,8,VIIID,bio0018
jwl0485,KAMIS,1,VIIID,bio0014
jwl0486,KAMIS,2,VIIID,bio0014
jwl0487,KAMIS,3,VIIID,bio0025
jwl0488,KAMIS,4,VIIID,bio0025
jwl0489,KAMIS,5,VIIID,bio0025
jwl0490,KAMIS,6,VIIID,bio0044
jwl0491,KAMIS,7,VIIID,bio0044
jwl0492,KAMIS,8,VIIID,bio0044
jwl0493,JUM'AT,1,VIIID,-
jwl0494,JUM'AT,2,VIIID,bio0028
jwl0495,JUM'AT,3,VIIID,bio0028
jwl0496,JUM'AT,4,VIIID,bio0007
jwl0497,JUM'AT,5,VIIID,bio0007
jwl0498,SABTU,1,VIIID,bio0021
jwl0499,SABTU,2,VIIID,bio0021
jwl0500,SABTU,3,VIIID,bio0029
jwl0501,SABTU,4,VIIID,bio0029
jwl0502,SABTU,5,VIIID,bio0012
jwl0503,SABTU,6,VIIID,bio0012
jwl0504,SABTU,7,VIIID,bio0012
jwl0505,SENIN,3,VIIIE,bio0014
jwl0506,SENIN,4,VIIIE,bio0014
jwl0507,SENIN,5,VIIIE,bio0043
jwl0508,SENIN,6,VIIIE,bio0043
jwl0509,SENIN,7,VIIIE,bio0029
jwl0510,SENIN,8,VIIIE,bio0029
jwl0511,SELASA,1,VIIIE,bio0025
jwl0512,SELASA,2,VIIIE,bio0025
jwl0513,SELASA,3,VIIIE,bio0025
jwl0514,SELASA,4,VIIIE,bio0003
jwl0515,SELASA,5,VIIIE,bio0003
jwl0516,SELASA,6,VIIIE,bio0003
jwl0517,SELASA,7,VIIIE,bio0028
jwl0518,SELASA,8,VIIIE,bio0028
jwl0519,RABU,1,VIIIE,bio0012
jwl0520,RABU,2,VIIIE,bio0012
jwl0521,RABU,3,VIIIE,bio0012
jwl0522,RABU,4,VIIIE,bio0014
jwl0523,RABU,5,VIIIE,bio0014
jwl0524,RABU,6,VIIIE,bio0016
jwl0525,RABU,7,VIIIE,bio0016
jwl0526,RABU,8,VIIIE,bio0016
jwl0527,KAMIS,1,VIIIE,bio0044
jwl0528,KAMIS,2,VIIIE,bio0044
jwl0529,KAMIS,3,VIIIE,bio0044
jwl0530,KAMIS,4,VIIIE,bio0030
jwl0531,KAMIS,5,VIIIE,bio0030
jwl0532,KAMIS,6,VIIIE,bio0030
jwl0533,KAMIS,7,VIIIE,bio0029
jwl0534,KAMIS,8,VIIIE,bio0029
jwl0535,JUM'AT,1,VIIIE,-
jwl0536,JUM'AT,2,VIIIE,bio0029
jwl0537,JUM'AT,3,VIIIE,bio0029
jwl0538,JUM'AT,4,VIIIE,bio0016
jwl0539,JUM'AT,5,VIIIE,bio0016
jwl0540,SABTU,1,VIIIE,bio0030
jwl0541,SABTU,2,VIIIE,bio0030
jwl0542,SABTU,3,VIIIE,bio0021
jwl0543,SABTU,4,VIIIE,bio0021
jwl0544,SABTU,5,VIIIE,bio0028
jwl0545,SABTU,6,VIIIE,bio0028
jwl0546,SABTU,7,VIIIE,bio0047
jwl0547,SENIN,3,VIIIF,bio0029
jwl0548,SENIN,4,VIIIF,bio0029
jwl0549,SENIN,5,VIIIF,bio0016
jwl0550,SENIN,6,VIIIF,bio0016
jwl0551,SENIN,7,VIIIF,bio0028
jwl0552,SENIN,8,VIIIF,bio0028
jwl0553,SELASA,1,VIIIF,bio0029
jwl0554,SELASA,2,VIIIF,bio0029
jwl0555,SELASA,3,VIIIF,bio0030
jwl0556,SELASA,4,VIIIF,bio0030
jwl0557,SELASA,5,VIIIF,bio0030
jwl0558,SELASA,6,VIIIF,bio0044
jwl0559,SELASA,7,VIIIF,bio0044
jwl0560,SELASA,8,VIIIF,bio0044
jwl0561,RABU,1,VIIIF,bio0014
jwl0562,RABU,2,VIIIF,bio0014
jwl0563,RABU,3,VIIIF,bio0025
jwl0564,RABU,4,VIIIF,bio0025
jwl0565,RABU,5,VIIIF,bio0025
jwl0566,RABU,6,VIIIF,bio0012
jwl0567,RABU,7,VIIIF,bio0012
jwl0568,RABU,8,VIIIF,bio0012
jwl0569,KAMIS,1,VIIIF,bio0003
jwl0570,KAMIS,2,VIIIF,bio0003
jwl0571,KAMIS,3,VIIIF,bio0003
jwl0572,KAMIS,4,VIIIF,bio0016
jwl0573,KAMIS,5,VIIIF,bio0016
jwl0574,KAMIS,6,VIIIF,bio0016
jwl0575,KAMIS,7,VIIIF,bio0028
jwl0576,KAMIS,8,VIIIF,bio0028
jwl0577,JUM'AT,1,VIIIF,-
jwl0578,JUM'AT,2,VIIIF,bio0043
jwl0579,JUM'AT,3,VIIIF,bio0043
jwl0580,JUM'AT,4,VIIIF,bio0021
jwl0581,JUM'AT,5,VIIIF,bio0021
jwl0582,SABTU,1,VIIIF,bio0029
jwl0583,SABTU,2,VIIIF,bio0029
jwl0584,SABTU,3,VIIIF,bio0014
jwl0585,SABTU,4,VIIIF,bio0014
jwl0586,SABTU,5,VIIIF,bio0047
jwl0587,SABTU,6,VIIIF,bio0030
jwl0588,SABTU,7,VIIIF,bio0030
jwl0589,SENIN,3,VIIIG,bio0003
jwl0590,SENIN,4,VIIIG,bio0003
jwl0591,SENIN,5,VIIIG,bio0003
jwl0592,SENIN,6,VIIIG,bio0030
jwl0593,SENIN,7,VIIIG,bio0030
jwl0594,SENIN,8,VIIIG,bio0030
jwl0595,SELASA,1,VIIIG,bio0028
jwl0596,SELASA,2,VIIIG,bio0028
